"X","Neighborhood","Neighborhood.Latitude","Neighborhood.Longitude","Venue","Venue.Latitude","Venue.Longitude","Venue.Category"
253,"Bangalore",13.0064985714286,77.5766692857143,"Food Court",13.0107462376239,77.5551724433899,"Food Court"
254,"Bangalore",13.0064985714286,77.5766692857143,"Big Straw Bistro",13.00498673987,77.5655997541915,"Pizza Place"
255,"Bangalore",13.0064985714286,77.5766692857143,"Pizza Hut",12.9971478764944,77.540445872909,"Pizza Place"
256,"Bangalore",13.0064985714286,77.5766692857143,"Pizza Hut",12.9914948085362,77.5710233270585,"Pizza Place"
257,"Bangalore",13.0064985714286,77.5766692857143,"Watson's",12.9908058248712,77.6193734974178,"Pub"
258,"Bangalore",13.0064985714286,77.5766692857143,"Pizza Corner",13.0044265225074,77.571208026205,"Pizza Place"
259,"Bangalore",13.0064985714286,77.5766692857143,"pizza stop",13.0083349400302,77.571051311797,"Pizza Place"
260,"Bangalore",13.0064985714286,77.5766692857143,"Shankar Bhel House",12.9949362510571,77.6161154933661,"Snack Place"
261,"Bangalore",13.0064985714286,77.5766692857143,"Papa John's",13.0234229564667,77.5928145647049,"Pizza Place"
262,"Bangalore",13.0064985714286,77.5766692857143,"Onesta",13.0292587529976,77.5709657175138,"Pizza Place"
263,"Bangalore",13.0064985714286,77.5766692857143,"Pizza Hut",12.9731788879304,77.6073916342203,"Pizza Place"
264,"Bangalore",13.0064985714286,77.5766692857143,"Pizza Corner India Pvt Ltd",12.981316,77.59503,"Pizza Place"
265,"Bangalore",13.0064985714286,77.5766692857143,"Papa Johns Pizza",12.9982541054739,77.542769908905,"Pizza Place"
266,"Bangalore",13.0064985714286,77.5766692857143,"Pizza stop",12.9729841429713,77.6000277614787,"Pizza Place"
267,"Bangalore",13.0064985714286,77.5766692857143,"Glen's Bakehouse",12.9699157445782,77.5975166235743,"Café"
268,"Bangalore",13.0064985714286,77.5766692857143,"Thom's Bakery and Stores",12.9914888414558,77.6143276183379,"Department Store"
269,"Bangalore",13.0064985714286,77.5766692857143,"The Pizzeria",12.994931,77.617335,"Pizza Place"
270,"Bangalore",13.0064985714286,77.5766692857143,"Pizza Hut Delivery",13.0064823748735,77.5555858916623,"Pizza Place"
271,"Bangalore",13.0064985714286,77.5766692857143,"Papa John's",12.9933853011982,77.5334223911746,"Pizza Place"
272,"Bangalore",13.0064985714286,77.5766692857143,"Vinny's Pizza",13.0329327192476,77.5693414315682,"Pizza Place"
273,"Bangalore",13.0064985714286,77.5766692857143,"Pizza Hut",12.9956182742457,77.6137745277071,"Pizza Place"
274,"Bangalore",13.0064985714286,77.5766692857143,"Oven fresh",13.0006246566772,77.5654067993164,"Bakery"
275,"Bangalore",13.0064985714286,77.5766692857143,"Cafe Mama Mia",12.9983164290832,77.5407861673013,"Café"
276,"Bangalore",13.0064985714286,77.5766692857143,"Ruby Tuesday",12.9749346180434,77.6052777047294,"American Restaurant"
277,"Bangalore",13.0064985714286,77.5766692857143,"McDonald's",12.973295296976,77.6073787776937,"Fast Food Restaurant"
278,"Bangalore",13.0064985714286,77.6448527142857,"Onesta",12.9786540930789,77.6435225400917,"Pizza Place"
279,"Bangalore",13.0064985714286,77.6448527142857,"Toit Brewpub",12.9793674193175,77.6407024540956,"Brewery"
280,"Bangalore",13.0064985714286,77.6448527142857,"Little Italy",12.9663972624999,77.6416457698105,"Italian Restaurant"
281,"Bangalore",13.0064985714286,77.6448527142857,"Glen's Bakehouse",12.9791478202812,77.6406351479099,"Bakery"
282,"Bangalore",13.0064985714286,77.6448527142857,"Domino's Pizza",13.0084337166133,77.6555927329341,"Pizza Place"
283,"Bangalore",13.0064985714286,77.6448527142857,"Chianti Ristorante & Wine Bar",12.9701668166999,77.6403456189779,"Italian Restaurant"
284,"Bangalore",13.0064985714286,77.6448527142857,"BYLI - Bet You Love It",13.0227109417325,77.6396580577546,"Restaurant"
285,"Bangalore",13.0064985714286,77.6448527142857,"Pizza Hut",12.9783565382077,77.6407167242105,"Pizza Place"
286,"Bangalore",13.0064985714286,77.6448527142857,"The Local",13.0212702412901,77.641574065808,"Pub"
287,"Bangalore",13.0064985714286,77.6448527142857,"Domino's Pizza",13.024,77.648,"Pizza Place"
288,"Bangalore",13.0064985714286,77.6448527142857,"The Humming Tree - Music Venue and Bar",12.9701245878961,77.639161198021,"Music Venue"
289,"Bangalore",13.0064985714286,77.6448527142857,"Pizza Hut",12.9856790774337,77.6681333388367,"Pizza Place"
290,"Bangalore",13.0064985714286,77.6448527142857,"flying spaghetti monster",12.967053,77.64157,"Italian Restaurant"
291,"Bangalore",13.0064985714286,77.6448527142857,"Dominos Pizza",13.044879,77.621,"Pizza Place"
292,"Bangalore",13.0064985714286,77.6448527142857,"Watson's",12.9908058248712,77.6193734974178,"Pub"
293,"Bangalore",13.0064985714286,77.6448527142857,"380 Down",12.9751819569902,77.6468571382522,"Bar"
294,"Bangalore",13.0064985714286,77.6448527142857,"Shankar Bhel House",12.9949362510571,77.6161154933661,"Snack Place"
295,"Bangalore",13.0064985714286,77.6448527142857,"Spaghetti Kitchen",12.9645393039561,77.6416571046068,"Italian Restaurant"
296,"Bangalore",13.0064985714286,77.6448527142857,"Red Fork",12.9703135477925,77.6427888055816,"Café"
297,"Bangalore",13.0064985714286,77.6448527142857,"Pizza Corner",12.9754948566005,77.6415181159973,"Pizza Place"
